11/17/16,17:25,New Orleans,Carolina
11/20/16,10:00,Pittsburgh,Cleveland
11/20/16,10:00,Baltimore,Dallas
11/20/16,10:00,Jacksonville,Detroit
11/20/16,10:00,Tennessee,Indianapolis
11/20/16,10:00,Buffalo,Cincinnati
11/20/16,10:00,Tampa Bay,Kansas City
11/20/16,10:00,Chicago,NYGIANTS
11/20/16,10:00,Arizona,Minnesota
11/20/16,13:05,Miami,Los Angeles
11/20/16,13:25,New England,San Francisco
11/20/16,13:25,Philadelphia,Seattle
11/20/16,17:30,Green Bay,Washington
11/21/16,17:30,Houston,Oakland
11/24/16,9:30,Minnesota,Detroit
11/24/16,13:30,Washington,Dallas
11/24/16,17:30,Pittsburgh,Indianapolis
11/27/16,10:00,Tennessee,Chicago
11/27/16,10:00,Jacksonville,Buffalo
11/27/16,10:00,Cincinnati,Baltimore
11/27/16,10:00,Arizona,Atlanta
11/27/16,10:00,NYGIANTS,Cleveland
11/27/16,10:00,Los Angeles,New Orleans
11/27/16,10:00,San Francisco,Miami
11/27/16,10:00,San Diego,Houston
11/27/16,13:05,Seattle,Tampa Bay
11/27/16,13:25,Carolina,Oakland
11/27/16,13:25,Kansas City,Denver
11/27/16,17:30,New England,NYJETS
11/28/16,17:30,Green Bay,Philadelphia
12/1/16,17:25,Dallas,Minnesota
12/4/16,10:00,Kansas City,Atlanta
12/4/16,10:00,Detroit,New Orleans
12/4/16,10:00,Los Angeles,New England
12/4/16,10:00,Denver,Jacksonville
12/4/16,10:00,Houston,Green Bay
12/4/16,10:00,Philadelphia,Cincinnati
12/4/16,10:00,Miami,Baltimore
12/4/16,10:00,San Francisco,Chicago
12/4/16,13:05,Buffalo,Oakland
12/4/16,13:25,NYGIANTS,Pittsburgh
12/4/16,13:25,Washington,Arizona
12/4/16,13:25,Tampa Bay,San Diego
12/4/16,17:30,Carolina,Seattle
12/5/16,17:30,Indianapolis,NYJETS
12/8/16,17:25,Oakland,Kansas City
12/11/16,10:00,Pittsburgh,Buffalo
12/11/16,10:00,Denver,Tennessee
12/11/16,10:00,New Orleans,Tampa Bay
12/11/16,10:00,Washington,Philadelphia
12/11/16,10:00,Arizona,Miami
12/11/16,10:00,San Diego,Carolina
12/11/16,10:00,Cincinnati,Cleveland
12/11/16,10:00,Chicago,Detroit
12/11/16,10:00,Houston,Indianapolis
12/11/16,10:00,Minnesota,Jacksonville
12/11/16,13:05,NYJETS,San Francisco
12/11/16,13:25,Atlanta,Los Angeles
12/11/16,13:25,Seattle,Green Bay
12/11/16,17:30,Dallas,NYGIANTS
12/12/16,17:30,Baltimore,New England
12/15/16,17:25,Los Angeles,Seattle
12/17/16,17:25,Miami,NYJETS
12/18/16,10:00,Green Bay,Chicago
12/18/16,10:00,Tampa Bay,Dallas
12/18/16,10:00,Jacksonville,Houston
12/18/16,10:00,Cleveland,Buffalo
12/18/16,10:00,Philadelphia,Baltimore
12/18/16,10:00,Tennessee,Kansas City
12/18/16,10:00,Detroit,NYGIANTS
12/18/16,10:00,Indianapolis,Minnesota
12/18/16,13:05,New Orleans,Arizona
12/18/16,13:05,San Francisco,Atlanta
12/18/16,13:25,New England,Denver
12/18/16,13:25,Oakland,San Diego
12/18/16,17:30,Pittsburgh,Cincinnati
12/19/16,17:30,Carolina,Washington
12/22/16,17:25,NYGIANTS,Philadelphia
12/24/16,10:00,Miami,Buffalo
12/24/16,10:00,Tampa Bay,New Orleans
12/24/16,10:00,NYJETS,New England
12/24/16,10:00,Tennessee,Jacksonville
12/24/16,10:00,Minnesota,Green Bay
12/24/16,10:00,San Diego,Cleveland
12/24/16,10:00,Washington,Chicago
12/24/16,10:00,Atlanta,Carolina
12/24/16,13:05,Indianapolis,Oakland
12/24/16,13:25,Arizona,Seattle
12/24/16,13:25,San Francisco,Los Angeles
12/24/16,17:25,Cincinnati,Houston
12/25/16,13:30,Baltimore,Pittsburgh
12/25/16,17:30,Denver,Kansas City
12/26/16,17:30,Detroit,Dallas
1/1/17,10:00,New Orleans,Atlanta
1/1/17,10:00,Baltimore,Cincinnati
1/1/17,10:00,NYGIANTS,Washington
1/1/17,10:00,Houston,Tennessee
1/1/17,10:00,Carolina,Tampa Bay
1/1/17,10:00,Green Bay,Detroit
1/1/17,10:00,Jacksonville,Indianapolis
1/1/17,10:00,New England,Miami
1/1/17,10:00,Chicago,Minnesota
1/1/17,10:00,Buffalo,NYJETS
1/1/17,10:00,Dallas,Philadelphia
1/1/17,10:00,Cleveland,Pittsburgh
1/1/17,13:25,Arizona,Los Angeles
1/1/17,13:25,Oakland,Denver
1/1/17,13:25,Kansas City,San Diego
1/1/17,13:25,Seattle,San Francisco
